#: table_doi: 10.17182/hepdata.78697.v2/t16
#: name: Table 16
#: description: Two-dimensional distributions of $x$-$y$ positions of vertices observed in the data passing the vertex pre-selection and satisfying all signal region event-level requirements.
#: data_file: data46.yaml
#: data_license:   
#: keyword reactions: 
#: keyword observables: N
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: SQRT(S) [GeV],13000
'DV x [mm]','DV y [mm]','Entries'
-210.0,38.0,2.0
-206.0,38.0,2.0
-182.0,38.0,2.0
-178.0,38.0,1.0
-174.0,38.0,4.0
-170.0,38.0,1.0
-162.0,38.0,7.0
-158.0,38.0,4.0
-150.0,38.0,2.0
-146.0,38.0,3.0
-142.0,38.0,3.0
-134.0,38.0,3.0
-130.0,38.0,1.0
-126.0,38.0,1.0
-114.0,38.0,3.0
-110.0,38.0,1.0
-106.0,38.0,2.0
-98.0,38.0,2.0
-94.0,38.0,3.0
-90.0,38.0,1.0
-86.0,38.0,1.0
-78.0,38.0,3.0
-74.0,38.0,7.0
-70.0,38.0,10.0
-66.0,38.0,9.0
-62.0,38.0,8.0
-58.0,38.0,5.0
-54.0,38.0,10.0
-50.0,38.0,8.0
-46.0,38.0,5.0
-42.0,38.0,4.0
-30.0,38.0,5.0
-26.0,38.0,35.0
-22.0,38.0,20.0
-18.0,38.0,9.0
-14.0,38.0,10.0
-10.0,38.0,11.0
-6.0,38.0,10.0
-2.0,38.0,10.0
2.0,38.0,19.0
6.0,38.0,11.0
10.0,38.0,13.0
14.0,38.0,6.0
18.0,38.0,13.0
22.0,38.0,44.0
26.0,38.0,25.0
30.0,38.0,11.0
34.0,38.0,1.0
38.0,38.0,7.0
42.0,38.0,11.0
46.0,38.0,5.0
50.0,38.0,5.0
54.0,38.0,14.0
58.0,38.0,7.0
62.0,38.0,5.0
66.0,38.0,6.0
70.0,38.0,14.0
74.0,38.0,11.0
82.0,38.0,1.0
86.0,38.0,3.0
90.0,38.0,4.0
98.0,38.0,2.0
102.0,38.0,1.0
106.0,38.0,2.0
110.0,38.0,10.0
114.0,38.0,3.0
118.0,38.0,1.0
126.0,38.0,4.0
130.0,38.0,2.0
134.0,38.0,1.0
138.0,38.0,1.0
142.0,38.0,4.0
150.0,38.0,2.0
158.0,38.0,2.0
162.0,38.0,4.0
166.0,38.0,2.0
170.0,38.0,5.0
174.0,38.0,3.0
178.0,38.0,5.0
182.0,38.0,4.0
210.0,38.0,1.0
214.0,38.0,3.0
218.0,38.0,3.0
222.0,38.0,3.0
234.0,38.0,3.0
238.0,38.0,1.0
242.0,38.0,2.0
250.0,38.0,3.0
254.0,38.0,1.0
262.0,38.0,1.0
266.0,38.0,1.0
270.0,38.0,1.0
274.0,38.0,2.0
-270.0,42.0,1.0
-266.0,42.0,1.0
-246.0,42.0,2.0
-238.0,42.0,2.0
-234.0,42.0,2.0
-230.0,42.0,3.0
-226.0,42.0,1.0
-222.0,42.0,1.0
-218.0,42.0,7.0
-214.0,42.0,1.0
-210.0,42.0,1.0
-182.0,42.0,2.0
-174.0,42.0,1.0
-166.0,42.0,3.0
-162.0,42.0,1.0
-158.0,42.0,1.0
-154.0,42.0,3.0
-150.0,42.0,3.0
-146.0,42.0,2.0
-142.0,42.0,1.0
-134.0,42.0,2.0
-130.0,42.0,3.0
-126.0,42.0,2.0
-122.0,42.0,3.0
-118.0,42.0,3.0
-114.0,42.0,4.0
-106.0,42.0,3.0
-98.0,42.0,3.0
-90.0,42.0,2.0
-86.0,42.0,3.0
-74.0,42.0,6.0
-70.0,42.0,10.0
-66.0,42.0,10.0
-62.0,42.0,11.0
-58.0,42.0,1.0
-54.0,42.0,13.0
-50.0,42.0,7.0
-46.0,42.0,5.0
-42.0,42.0,6.0
-38.0,42.0,2.0
-34.0,42.0,5.0
-30.0,42.0,1.0
-22.0,42.0,20.0
-18.0,42.0,31.0
-14.0,42.0,24.0
-10.0,42.0,20.0
-6.0,42.0,17.0
-2.0,42.0,9.0
2.0,42.0,6.0
6.0,42.0,9.0
10.0,42.0,20.0
14.0,42.0,33.0
18.0,42.0,33.0
22.0,42.0,21.0
26.0,42.0,1.0
38.0,42.0,2.0
42.0,42.0,4.0
46.0,42.0,5.0
50.0,42.0,8.0
54.0,42.0,14.0
58.0,42.0,2.0
62.0,42.0,11.0
66.0,42.0,9.0
70.0,42.0,20.0
74.0,42.0,4.0
86.0,42.0,3.0
90.0,42.0,2.0
94.0,42.0,2.0
98.0,42.0,1.0
106.0,42.0,4.0
110.0,42.0,2.0
114.0,42.0,1.0
122.0,42.0,3.0
126.0,42.0,2.0
130.0,42.0,1.0
134.0,42.0,4.0
138.0,42.0,2.0
142.0,42.0,5.0
146.0,42.0,1.0
150.0,42.0,4.0
154.0,42.0,2.0
158.0,42.0,3.0
162.0,42.0,4.0
166.0,42.0,4.0
170.0,42.0,1.0
174.0,42.0,2.0
178.0,42.0,4.0
182.0,42.0,1.0
206.0,42.0,4.0
210.0,42.0,2.0
214.0,42.0,2.0
218.0,42.0,2.0
222.0,42.0,1.0
226.0,42.0,2.0
230.0,42.0,2.0
234.0,42.0,1.0
238.0,42.0,2.0
242.0,42.0,1.0
246.0,42.0,2.0
250.0,42.0,4.0
262.0,42.0,1.0
266.0,42.0,1.0
270.0,42.0,2.0
274.0,42.0,1.0
-266.0,46.0,3.0
-262.0,46.0,1.0
-250.0,46.0,2.0
-246.0,46.0,2.0
-242.0,46.0,1.0
-234.0,46.0,1.0
-218.0,46.0,1.0
-214.0,46.0,6.0
-210.0,46.0,2.0
-202.0,46.0,1.0
-182.0,46.0,1.0
-178.0,46.0,2.0
-174.0,46.0,2.0
-170.0,46.0,2.0
-166.0,46.0,2.0
-162.0,46.0,3.0
-158.0,46.0,1.0
-154.0,46.0,4.0
-150.0,46.0,2.0
-142.0,46.0,6.0
-138.0,46.0,2.0
-130.0,46.0,3.0
-126.0,46.0,2.0
-122.0,46.0,2.0
-114.0,46.0,2.0
-110.0,46.0,4.0
-106.0,46.0,1.0
-102.0,46.0,1.0
-94.0,46.0,2.0
-90.0,46.0,1.0
-86.0,46.0,2.0
-82.0,46.0,1.0
-78.0,46.0,4.0
-70.0,46.0,5.0
-66.0,46.0,11.0
-62.0,46.0,11.0
-58.0,46.0,9.0
-54.0,46.0,2.0
-50.0,46.0,6.0
-46.0,46.0,6.0
-42.0,46.0,12.0
-38.0,46.0,6.0
-34.0,46.0,9.0
-30.0,46.0,7.0
-18.0,46.0,2.0
-14.0,46.0,10.0
-10.0,46.0,14.0
-6.0,46.0,27.0
-2.0,46.0,24.0
2.0,46.0,25.0
6.0,46.0,29.0
10.0,46.0,17.0
14.0,46.0,8.0
18.0,46.0,4.0
22.0,46.0,3.0
26.0,46.0,3.0
30.0,46.0,1.0
34.0,46.0,4.0
38.0,46.0,9.0
42.0,46.0,5.0
46.0,46.0,14.0
50.0,46.0,11.0
54.0,46.0,1.0
58.0,46.0,10.0
62.0,46.0,6.0
66.0,46.0,12.0
70.0,46.0,6.0
74.0,46.0,1.0
82.0,46.0,2.0
86.0,46.0,3.0
90.0,46.0,2.0
94.0,46.0,4.0
102.0,46.0,5.0
106.0,46.0,3.0
110.0,46.0,1.0
118.0,46.0,1.0
122.0,46.0,2.0
126.0,46.0,1.0
130.0,46.0,2.0
138.0,46.0,1.0
142.0,46.0,3.0
146.0,46.0,4.0
150.0,46.0,1.0
154.0,46.0,3.0
158.0,46.0,3.0
162.0,46.0,3.0
166.0,46.0,4.0
170.0,46.0,4.0
174.0,46.0,4.0
178.0,46.0,2.0
206.0,46.0,3.0
210.0,46.0,2.0
214.0,46.0,2.0
218.0,46.0,2.0
226.0,46.0,1.0
230.0,46.0,1.0
234.0,46.0,2.0
238.0,46.0,1.0
242.0,46.0,6.0
246.0,46.0,3.0
250.0,46.0,1.0
258.0,46.0,3.0
274.0,46.0,1.0
-270.0,50.0,1.0
-258.0,50.0,2.0
-246.0,50.0,1.0
-242.0,50.0,3.0
-238.0,50.0,1.0
-234.0,50.0,1.0
-222.0,50.0,1.0
-214.0,50.0,1.0
-210.0,50.0,2.0
-202.0,50.0,5.0
-198.0,50.0,1.0
-174.0,50.0,3.0
-170.0,50.0,1.0
-166.0,50.0,1.0
-162.0,50.0,3.0
-158.0,50.0,2.0
-154.0,50.0,3.0
-150.0,50.0,1.0
-146.0,50.0,3.0
-142.0,50.0,3.0
-138.0,50.0,3.0
-130.0,50.0,2.0
-122.0,50.0,2.0
-118.0,50.0,4.0
-114.0,50.0,1.0
-110.0,50.0,1.0
-106.0,50.0,2.0
-102.0,50.0,2.0
-98.0,50.0,1.0
-94.0,50.0,3.0
-90.0,50.0,2.0
-86.0,50.0,2.0
-82.0,50.0,3.0
-78.0,50.0,1.0
-74.0,50.0,2.0
-70.0,50.0,5.0
-66.0,50.0,10.0
-62.0,50.0,17.0
-58.0,50.0,10.0
-54.0,50.0,8.0
-50.0,50.0,4.0
-46.0,50.0,10.0
-42.0,50.0,20.0
-38.0,50.0,12.0
-34.0,50.0,5.0
-30.0,50.0,9.0
-22.0,50.0,2.0
-18.0,50.0,10.0
-14.0,50.0,1.0
-6.0,50.0,1.0
10.0,50.0,6.0
14.0,50.0,2.0
22.0,50.0,2.0
26.0,50.0,7.0
30.0,50.0,7.0
34.0,50.0,12.0
38.0,50.0,3.0
42.0,50.0,9.0
46.0,50.0,11.0
54.0,50.0,8.0
58.0,50.0,14.0
62.0,50.0,15.0
66.0,50.0,5.0
70.0,50.0,2.0
74.0,50.0,2.0
78.0,50.0,2.0
82.0,50.0,2.0
86.0,50.0,2.0
90.0,50.0,2.0
94.0,50.0,1.0
102.0,50.0,2.0
106.0,50.0,5.0
110.0,50.0,1.0
118.0,50.0,4.0
122.0,50.0,3.0
126.0,50.0,3.0
130.0,50.0,2.0
138.0,50.0,3.0
142.0,50.0,1.0
146.0,50.0,5.0
150.0,50.0,2.0
154.0,50.0,1.0
158.0,50.0,2.0
162.0,50.0,4.0
166.0,50.0,2.0
170.0,50.0,4.0
174.0,50.0,3.0
178.0,50.0,3.0
202.0,50.0,2.0
210.0,50.0,3.0
214.0,50.0,2.0
218.0,50.0,2.0
234.0,50.0,1.0
238.0,50.0,1.0
242.0,50.0,1.0
246.0,50.0,1.0
250.0,50.0,1.0
258.0,50.0,3.0
262.0,50.0,1.0
266.0,50.0,2.0
-270.0,54.0,1.0
-258.0,54.0,1.0
-246.0,54.0,2.0
-238.0,54.0,4.0
-234.0,54.0,2.0
-230.0,54.0,4.0
-218.0,54.0,2.0
-214.0,54.0,3.0
-210.0,54.0,1.0
-206.0,54.0,3.0
-178.0,54.0,1.0
-174.0,54.0,2.0
-170.0,54.0,5.0
-166.0,54.0,2.0
-162.0,54.0,1.0
-158.0,54.0,3.0
-154.0,54.0,4.0
-146.0,54.0,4.0
-142.0,54.0,2.0
-138.0,54.0,4.0
-134.0,54.0,2.0
-126.0,54.0,2.0
-122.0,54.0,2.0
-114.0,54.0,1.0
-110.0,54.0,2.0
-106.0,54.0,1.0
-102.0,54.0,3.0
-98.0,54.0,1.0
-90.0,54.0,4.0
-86.0,54.0,2.0
-82.0,54.0,1.0
-70.0,54.0,1.0
-66.0,54.0,2.0
-62.0,54.0,8.0
-58.0,54.0,7.0
-54.0,54.0,6.0
-50.0,54.0,11.0
-46.0,54.0,1.0
-42.0,54.0,15.0
-38.0,54.0,13.0
-34.0,54.0,5.0
-30.0,54.0,8.0
-26.0,54.0,10.0
-22.0,54.0,10.0
-18.0,54.0,4.0
-14.0,54.0,3.0
-6.0,54.0,6.0
-2.0,54.0,2.0
10.0,54.0,14.0
14.0,54.0,5.0
18.0,54.0,7.0
22.0,54.0,1.0
26.0,54.0,3.0
30.0,54.0,10.0
34.0,54.0,5.0
38.0,54.0,8.0
42.0,54.0,11.0
46.0,54.0,6.0
50.0,54.0,9.0
54.0,54.0,12.0
58.0,54.0,12.0
62.0,54.0,11.0
66.0,54.0,5.0
74.0,54.0,2.0
78.0,54.0,8.0
82.0,54.0,2.0
90.0,54.0,4.0
98.0,54.0,2.0
102.0,54.0,2.0
106.0,54.0,2.0
110.0,54.0,1.0
118.0,54.0,1.0
122.0,54.0,3.0
126.0,54.0,3.0
134.0,54.0,1.0
138.0,54.0,1.0
142.0,54.0,4.0
146.0,54.0,4.0
150.0,54.0,1.0
154.0,54.0,2.0
158.0,54.0,1.0
162.0,54.0,3.0
166.0,54.0,1.0
170.0,54.0,3.0
174.0,54.0,1.0
178.0,54.0,1.0
202.0,54.0,2.0
206.0,54.0,4.0
210.0,54.0,2.0
214.0,54.0,4.0
234.0,54.0,1.0
238.0,54.0,2.0
246.0,54.0,2.0
250.0,54.0,1.0
258.0,54.0,2.0
270.0,54.0,1.0
-266.0,58.0,1.0
-262.0,58.0,1.0
-258.0,58.0,2.0
-250.0,58.0,1.0
-246.0,58.0,3.0
-242.0,58.0,2.0
-234.0,58.0,1.0
-230.0,58.0,1.0
-218.0,58.0,3.0
-214.0,58.0,2.0
-210.0,58.0,1.0
-206.0,58.0,3.0
-202.0,58.0,1.0
-170.0,58.0,1.0
-166.0,58.0,1.0
-162.0,58.0,2.0
-158.0,58.0,4.0
-154.0,58.0,4.0
-150.0,58.0,3.0
-146.0,58.0,4.0
-142.0,58.0,5.0
-138.0,58.0,1.0
-134.0,58.0,3.0
-126.0,58.0,3.0
-118.0,58.0,3.0
-114.0,58.0,2.0
-110.0,58.0,1.0
-106.0,58.0,3.0
-102.0,58.0,4.0
-90.0,58.0,2.0
-86.0,58.0,1.0
-82.0,58.0,1.0
-78.0,58.0,1.0
-74.0,58.0,1.0
-70.0,58.0,1.0
-66.0,58.0,3.0
-62.0,58.0,3.0
-58.0,58.0,7.0
-54.0,58.0,10.0
-50.0,58.0,8.0
-46.0,58.0,8.0
-42.0,58.0,1.0
-38.0,58.0,10.0
-34.0,58.0,5.0
-30.0,58.0,7.0
-26.0,58.0,9.0
-22.0,58.0,9.0
-18.0,58.0,6.0
-14.0,58.0,3.0
-10.0,58.0,9.0
-6.0,58.0,8.0
-2.0,58.0,3.0
2.0,58.0,7.0
6.0,58.0,4.0
10.0,58.0,11.0
14.0,58.0,7.0
18.0,58.0,5.0
22.0,58.0,4.0
26.0,58.0,5.0
30.0,58.0,14.0
34.0,58.0,10.0
38.0,58.0,11.0
42.0,58.0,1.0
46.0,58.0,12.0
50.0,58.0,11.0
54.0,58.0,11.0
58.0,58.0,11.0
62.0,58.0,3.0
66.0,58.0,7.0
70.0,58.0,1.0
78.0,58.0,2.0
82.0,58.0,4.0
86.0,58.0,5.0
90.0,58.0,1.0
94.0,58.0,1.0
98.0,58.0,5.0
102.0,58.0,2.0
106.0,58.0,1.0
110.0,58.0,1.0
118.0,58.0,3.0
122.0,58.0,3.0
126.0,58.0,3.0
130.0,58.0,1.0
134.0,58.0,1.0
138.0,58.0,4.0
142.0,58.0,1.0
146.0,58.0,1.0
150.0,58.0,2.0
154.0,58.0,3.0
158.0,58.0,2.0
162.0,58.0,1.0
166.0,58.0,1.0
170.0,58.0,2.0
198.0,58.0,5.0
202.0,58.0,2.0
206.0,58.0,2.0
210.0,58.0,2.0
214.0,58.0,1.0
218.0,58.0,2.0
226.0,58.0,2.0
230.0,58.0,1.0
234.0,58.0,2.0
238.0,58.0,3.0
242.0,58.0,1.0
254.0,58.0,1.0
258.0,58.0,3.0
262.0,58.0,1.0
270.0,58.0,1.0
-270.0,62.0,2.0
-266.0,62.0,3.0
-242.0,62.0,2.0
-238.0,62.0,1.0
-234.0,62.0,3.0
-230.0,62.0,2.0
-226.0,62.0,2.0
-218.0,62.0,1.0
-214.0,62.0,1.0
-210.0,62.0,1.0
-206.0,62.0,1.0
-202.0,62.0,2.0
-170.0,62.0,5.0
-166.0,62.0,2.0
-162.0,62.0,1.0
-158.0,62.0,1.0
-154.0,62.0,1.0
-150.0,62.0,1.0
-146.0,62.0,2.0
-142.0,62.0,1.0
-138.0,62.0,2.0
-134.0,62.0,2.0
-130.0,62.0,1.0
-126.0,62.0,2.0
-122.0,62.0,2.0
-118.0,62.0,2.0
-114.0,62.0,2.0
-110.0,62.0,1.0
-106.0,62.0,2.0
-102.0,62.0,1.0
-98.0,62.0,2.0
-94.0,62.0,5.0
-90.0,62.0,1.0
-86.0,62.0,3.0
-82.0,62.0,2.0
-78.0,62.0,5.0
-74.0,62.0,3.0
-70.0,62.0,1.0
-66.0,62.0,1.0
-62.0,62.0,2.0
-58.0,62.0,5.0
-54.0,62.0,5.0
-50.0,62.0,12.0
-46.0,62.0,20.0
-42.0,62.0,11.0
-38.0,62.0,7.0
-34.0,62.0,5.0
-30.0,62.0,8.0
-26.0,62.0,10.0
-22.0,62.0,8.0
-18.0,62.0,9.0
-14.0,62.0,2.0
-10.0,62.0,7.0
-6.0,62.0,9.0
-2.0,62.0,7.0
2.0,62.0,7.0
6.0,62.0,8.0
10.0,62.0,12.0
14.0,62.0,11.0
18.0,62.0,5.0
22.0,62.0,8.0
26.0,62.0,9.0
30.0,62.0,9.0
34.0,62.0,5.0
38.0,62.0,7.0
42.0,62.0,8.0
46.0,62.0,11.0
50.0,62.0,11.0
54.0,62.0,4.0
58.0,62.0,4.0
62.0,62.0,2.0
70.0,62.0,2.0
78.0,62.0,3.0
82.0,62.0,5.0
86.0,62.0,1.0
90.0,62.0,2.0
94.0,62.0,2.0
98.0,62.0,6.0
102.0,62.0,2.0
106.0,62.0,1.0
110.0,62.0,2.0
114.0,62.0,3.0
118.0,62.0,3.0
122.0,62.0,2.0
126.0,62.0,2.0
130.0,62.0,2.0
134.0,62.0,3.0
138.0,62.0,4.0
142.0,62.0,1.0
146.0,62.0,6.0
150.0,62.0,3.0
154.0,62.0,6.0
158.0,62.0,1.0
162.0,62.0,2.0
170.0,62.0,4.0
174.0,62.0,1.0
194.0,62.0,1.0
198.0,62.0,3.0
202.0,62.0,3.0
206.0,62.0,5.0
214.0,62.0,4.0
218.0,62.0,3.0
230.0,62.0,1.0
238.0,62.0,1.0
242.0,62.0,2.0
254.0,62.0,2.0
258.0,62.0,2.0
262.0,62.0,1.0
266.0,62.0,2.0
270.0,62.0,1.0
-266.0,66.0,1.0
-262.0,66.0,2.0
-258.0,66.0,1.0
-238.0,66.0,1.0
-234.0,66.0,4.0
-226.0,66.0,2.0
-214.0,66.0,2.0
-210.0,66.0,1.0
-206.0,66.0,3.0
-202.0,66.0,1.0
-198.0,66.0,2.0
-194.0,66.0,1.0
-166.0,66.0,4.0
-162.0,66.0,4.0
-158.0,66.0,2.0
-154.0,66.0,1.0
-150.0,66.0,3.0
-146.0,66.0,2.0
-142.0,66.0,5.0
-138.0,66.0,1.0
-134.0,66.0,2.0
-130.0,66.0,5.0
-122.0,66.0,1.0
-118.0,66.0,1.0
-114.0,66.0,1.0
-106.0,66.0,4.0
-102.0,66.0,2.0
-94.0,66.0,1.0
-90.0,66.0,1.0
-82.0,66.0,4.0
-78.0,66.0,2.0
-74.0,66.0,2.0
-70.0,66.0,4.0
-62.0,66.0,1.0
-54.0,66.0,4.0
-50.0,66.0,7.0
-46.0,66.0,8.0
-42.0,66.0,7.0
-38.0,66.0,7.0
-34.0,66.0,13.0
-30.0,66.0,4.0
-26.0,66.0,3.0
-22.0,66.0,8.0
-18.0,66.0,6.0
-14.0,66.0,8.0
-10.0,66.0,9.0
-6.0,66.0,11.0
-2.0,66.0,6.0
2.0,66.0,4.0
6.0,66.0,12.0
10.0,66.0,6.0
14.0,66.0,15.0
18.0,66.0,6.0
22.0,66.0,5.0
26.0,66.0,3.0
30.0,66.0,2.0
34.0,66.0,8.0
38.0,66.0,9.0
42.0,66.0,7.0
46.0,66.0,7.0
50.0,66.0,1.0
54.0,66.0,2.0
58.0,66.0,2.0
62.0,66.0,1.0
66.0,66.0,7.0
70.0,66.0,4.0
74.0,66.0,1.0
78.0,66.0,3.0
82.0,66.0,6.0
86.0,66.0,2.0
90.0,66.0,1.0
94.0,66.0,5.0
98.0,66.0,2.0
102.0,66.0,1.0
106.0,66.0,1.0
110.0,66.0,2.0
114.0,66.0,4.0
118.0,66.0,3.0
122.0,66.0,2.0
134.0,66.0,3.0
138.0,66.0,4.0
142.0,66.0,4.0
146.0,66.0,1.0
150.0,66.0,3.0
154.0,66.0,2.0
158.0,66.0,5.0
162.0,66.0,2.0
170.0,66.0,4.0
198.0,66.0,3.0
202.0,66.0,3.0
206.0,66.0,1.0
210.0,66.0,4.0
214.0,66.0,1.0
226.0,66.0,2.0
238.0,66.0,1.0
242.0,66.0,2.0
246.0,66.0,1.0
262.0,66.0,2.0
270.0,66.0,1.0
-266.0,70.0,1.0
-262.0,70.0,1.0
-258.0,70.0,1.0
-254.0,70.0,1.0
-242.0,70.0,1.0
-238.0,70.0,1.0
-234.0,70.0,2.0
-230.0,70.0,2.0
-226.0,70.0,1.0
-210.0,70.0,2.0
-206.0,70.0,3.0
-198.0,70.0,1.0
-194.0,70.0,2.0
-166.0,70.0,2.0
-162.0,70.0,7.0
-154.0,70.0,2.0
-150.0,70.0,3.0
-146.0,70.0,4.0
-142.0,70.0,5.0
-138.0,70.0,2.0
-134.0,70.0,4.0
-130.0,70.0,1.0
-126.0,70.0,1.0
-122.0,70.0,1.0
-118.0,70.0,1.0
-114.0,70.0,5.0
-110.0,70.0,5.0
-106.0,70.0,2.0
-102.0,70.0,1.0
-98.0,70.0,4.0
-94.0,70.0,1.0
-90.0,70.0,1.0
-86.0,70.0,1.0
-78.0,70.0,1.0
-74.0,70.0,1.0
-70.0,70.0,2.0
-66.0,70.0,1.0
-62.0,70.0,2.0
-58.0,70.0,2.0
-54.0,70.0,2.0
-50.0,70.0,4.0
-46.0,70.0,9.0
-42.0,70.0,10.0
-38.0,70.0,9.0
-34.0,70.0,14.0
-30.0,70.0,12.0
-26.0,70.0,16.0
-22.0,70.0,5.0
-18.0,70.0,3.0
-14.0,70.0,2.0
-10.0,70.0,7.0
-6.0,70.0,4.0
-2.0,70.0,10.0
2.0,70.0,5.0
6.0,70.0,2.0
10.0,70.0,3.0
14.0,70.0,4.0
18.0,70.0,5.0
22.0,70.0,7.0
26.0,70.0,10.0
30.0,70.0,14.0
34.0,70.0,7.0
38.0,70.0,9.0
42.0,70.0,5.0
46.0,70.0,3.0
50.0,70.0,1.0
66.0,70.0,2.0
70.0,70.0,6.0
74.0,70.0,2.0
78.0,70.0,4.0
82.0,70.0,1.0
90.0,70.0,2.0
94.0,70.0,1.0
98.0,70.0,1.0
106.0,70.0,3.0
110.0,70.0,1.0
114.0,70.0,1.0
118.0,70.0,3.0
130.0,70.0,3.0
134.0,70.0,3.0
138.0,70.0,3.0
142.0,70.0,5.0
146.0,70.0,2.0
150.0,70.0,2.0
158.0,70.0,3.0
162.0,70.0,1.0
166.0,70.0,1.0
194.0,70.0,3.0
198.0,70.0,3.0
202.0,70.0,4.0
206.0,70.0,2.0
210.0,70.0,4.0
214.0,70.0,4.0
222.0,70.0,3.0
226.0,70.0,3.0
230.0,70.0,3.0
234.0,70.0,1.0
238.0,70.0,2.0
242.0,70.0,1.0
254.0,70.0,1.0
258.0,70.0,2.0
266.0,70.0,1.0
-262.0,74.0,1.0
-258.0,74.0,2.0
-254.0,74.0,2.0
-238.0,74.0,1.0
-234.0,74.0,5.0
-230.0,74.0,3.0
-226.0,74.0,2.0
-222.0,74.0,2.0
-214.0,74.0,1.0
-210.0,74.0,1.0
-206.0,74.0,4.0
-198.0,74.0,1.0
-194.0,74.0,2.0
-190.0,74.0,1.0
-162.0,74.0,2.0
-158.0,74.0,2.0
-154.0,74.0,3.0
-150.0,74.0,4.0
-146.0,74.0,2.0
-142.0,74.0,4.0
-134.0,74.0,2.0
-130.0,74.0,4.0
-126.0,74.0,1.0
-122.0,74.0,1.0
-118.0,74.0,5.0
-114.0,74.0,5.0
-110.0,74.0,1.0
-106.0,74.0,3.0
-98.0,74.0,3.0
-94.0,74.0,3.0
-90.0,74.0,1.0
-86.0,74.0,2.0
-82.0,74.0,1.0
-74.0,74.0,1.0
-70.0,74.0,1.0
-66.0,74.0,2.0
-58.0,74.0,1.0
-50.0,74.0,1.0
-42.0,74.0,3.0
-38.0,74.0,7.0
-34.0,74.0,11.0
-30.0,74.0,11.0
-26.0,74.0,9.0
-22.0,74.0,9.0
-18.0,74.0,4.0
-14.0,74.0,4.0
-10.0,74.0,14.0
-6.0,74.0,7.0
-2.0,74.0,8.0
2.0,74.0,8.0
6.0,74.0,9.0
10.0,74.0,14.0
14.0,74.0,12.0
18.0,74.0,11.0
22.0,74.0,10.0
26.0,74.0,6.0
30.0,74.0,7.0
34.0,74.0,3.0
38.0,74.0,4.0
42.0,74.0,2.0
46.0,74.0,1.0
62.0,74.0,1.0
66.0,74.0,2.0
70.0,74.0,2.0
82.0,74.0,1.0
86.0,74.0,5.0
90.0,74.0,5.0
94.0,74.0,1.0
102.0,74.0,2.0
110.0,74.0,4.0
114.0,74.0,1.0
118.0,74.0,1.0
126.0,74.0,3.0
130.0,74.0,4.0
134.0,74.0,2.0
138.0,74.0,3.0
142.0,74.0,3.0
146.0,74.0,1.0
150.0,74.0,3.0
154.0,74.0,3.0
158.0,74.0,1.0
166.0,74.0,3.0
194.0,74.0,7.0
198.0,74.0,3.0
202.0,74.0,2.0
218.0,74.0,2.0
222.0,74.0,1.0
226.0,74.0,3.0
230.0,74.0,3.0
234.0,74.0,1.0
238.0,74.0,1.0
250.0,74.0,2.0
254.0,74.0,2.0
258.0,74.0,1.0
262.0,74.0,3.0
266.0,74.0,2.0
-266.0,78.0,1.0
-262.0,78.0,1.0
-254.0,78.0,2.0
-250.0,78.0,1.0
-242.0,78.0,1.0
-238.0,78.0,1.0
-234.0,78.0,3.0
-230.0,78.0,2.0
-226.0,78.0,3.0
-222.0,78.0,3.0
-218.0,78.0,1.0
-210.0,78.0,2.0
-206.0,78.0,3.0
-202.0,78.0,3.0
-194.0,78.0,3.0
-190.0,78.0,2.0
-162.0,78.0,6.0
-158.0,78.0,2.0
-154.0,78.0,1.0
-150.0,78.0,4.0
-142.0,78.0,1.0
-138.0,78.0,2.0
-134.0,78.0,5.0
-130.0,78.0,1.0
-126.0,78.0,4.0
-122.0,78.0,1.0
-114.0,78.0,1.0
-110.0,78.0,4.0
-106.0,78.0,4.0
-98.0,78.0,1.0
-94.0,78.0,1.0
-90.0,78.0,3.0
-86.0,78.0,2.0
-82.0,78.0,3.0
-70.0,78.0,2.0
-66.0,78.0,2.0
-62.0,78.0,3.0
-58.0,78.0,1.0
-54.0,78.0,1.0
-50.0,78.0,2.0
-46.0,78.0,5.0
-42.0,78.0,4.0
-38.0,78.0,4.0
-34.0,78.0,7.0
-30.0,78.0,5.0
-26.0,78.0,11.0
-22.0,78.0,13.0
-18.0,78.0,8.0
-14.0,78.0,8.0
-10.0,78.0,11.0
-6.0,78.0,13.0
-2.0,78.0,11.0
2.0,78.0,11.0
6.0,78.0,7.0
10.0,78.0,7.0
14.0,78.0,9.0
18.0,78.0,14.0
22.0,78.0,4.0
26.0,78.0,2.0
30.0,78.0,1.0
34.0,78.0,3.0
38.0,78.0,2.0
58.0,78.0,2.0
66.0,78.0,1.0
70.0,78.0,3.0
78.0,78.0,1.0
82.0,78.0,6.0
86.0,78.0,5.0
90.0,78.0,1.0
98.0,78.0,2.0
102.0,78.0,3.0
106.0,78.0,6.0
110.0,78.0,1.0
114.0,78.0,1.0
118.0,78.0,1.0
126.0,78.0,7.0
130.0,78.0,1.0
134.0,78.0,2.0
138.0,78.0,5.0
142.0,78.0,2.0
146.0,78.0,3.0
154.0,78.0,2.0
158.0,78.0,4.0
162.0,78.0,4.0
166.0,78.0,3.0
190.0,78.0,4.0
194.0,78.0,1.0
198.0,78.0,3.0
202.0,78.0,2.0
206.0,78.0,1.0
210.0,78.0,4.0
